date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:58:30	65877/65877	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2018:21:05%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/02.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/02.jpg	(from http://duruthemes.com/demo/html/annie/dark/services.html)
20:58:32	60287/60287	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2018:21:15%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/06.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/06.jpg	(from http://duruthemes.com/demo/html/annie/dark/services.html)
20:58:40	74339/74339	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2018:21:10%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/04.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/04.jpg	(from http://duruthemes.com/demo/html/annie/dark/services.html)
20:58:42	60040/60040	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2018:21:07%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/03.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/03.jpg	(from http://duruthemes.com/demo/html/annie/dark/services.html)
20:58:43	120878/120878	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2018:21:12%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/05.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/05.jpg	(from http://duruthemes.com/demo/html/annie/dark/services.html)
20:58:55	148561/148561	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2018:21:02%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/01.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/01.jpg	(from http://duruthemes.com/demo/html/annie/dark/services.html)
20:58:57	84454/84454	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2010:12:49%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/w1.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/w1.jpg	(from http://duruthemes.com/demo/html/annie/dark/services-post.html)
20:59:05	63788/63788	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2010:12:35%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/w4.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/w4.jpg	(from http://duruthemes.com/demo/html/annie/dark/services-post.html)
20:59:08	68085/68085	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2010:12:38%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/w5.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/w5.jpg	(from http://duruthemes.com/demo/html/annie/dark/services-post.html)
20:59:20	231416/231416	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2010:12:43%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/w7.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/w7.jpg	(from http://duruthemes.com/demo/html/annie/dark/services-post.html)
20:59:23	96583/96583	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2010:12:41%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/w6.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/w6.jpg	(from http://duruthemes.com/demo/html/annie/dark/services-post.html)
20:59:24	119482/119482	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2010:12:30%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/w2.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/w2.jpg	(from http://duruthemes.com/demo/html/annie/dark/services-post.html)
20:59:26	330065/330065	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2010:12:46%20GMT	http://duruthemes.com/demo/html/annie/dark/images/services/wedding.jpg	C:/Users/Digital%20Monster/Desktop/paro%20website/duruthemes.com/demo/html/annie/dark/images/services/wedding.jpg	(from http://duruthemes.com/demo/html/annie/dark/services-post.html)
